category,name,parent,body_md,source,tags
race,Khenra,,"## Khenra

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2, CON +1

### Racial Traits


**Age.** Khenra mature quickly, reaching adulthood in their early teens. Khenra initiates are usually the youngest in a crop, completing the trials by their late teens. Even without a violent death, they rarely live past 60.

**Alignment.** Most khenra lean toward chaotic alignments. They have no particular inclination toward good or evil.

**Size.** Khenra have similar builds to humans. Your size is Medium.

**Khenra Weapon Training.** You have proficiency with the khopesh (phb), phb, and phb.

**Khenra Twins.** If your twin is alive and you can see your twin, whenever you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll. If your twin is dead (or if you were born without a twin), you can't be frightened.

**Languages.** You can speak, read, and write Common and Khenra.

**Languages:** Common

*Source: PS: Amonkhet 17*",PS: Amonkhet 17,race;medium;ps
subclass,Knight,Fighter,"## Knight
*Fighter Subclass*


*Source: UA:Fighter*",UA:Fighter,subclass;fighter;ua
feat,Knight of the Crown,,"## Knight of the Crown

**Prerequisite:** None

You are a Knight of Solamnia aligned with the Order of the Crown, a group that extols the virtues of cooperation, loyalty, and obedience. You excel in group combat and gain these benefits:
- **Commanding Rally:** As a bonus action, you can command one ally within 30 feet of yourself to attack. If that ally can see or hear you, they can immediately make one weapon attack as a reaction. If the attack hits, the ally can roll a d8 and add the number rolled as a bonus to the attack's damage roll. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

*Source: DSotDQ*",DSotDQ,feat;dsotdq
background,Knight of the Order,,"## Knight of the Order

**Skill Proficiencies:** Persuasion, And choose 1: special
**Tool Proficiencies:** Choose 1: gaming set , musical instrument
**Languages:** 1 of your choice

### Feature: Knightly Regard

You receive shelter and succor from members of your knightly order and those who are sympathetic to its aims. If your order is a religious one, you can gain aid from temples and other religious communities of your deity. Knights of civic orders can get help from the community—whether a lone settlement or a great nation—that they serve, and knights of philosophical orders can find help from those they have aided in pursuit of their ideals, and those who share their ideals.
This help comes in the form of shelter and meals, and healing when appropriate, as well as occasionally risky assistance, such as a band of local citizens rallying to aid a sorely pressed knight, or those who support the order helping to smuggle a knight out of town when he or she is being hunted unjustly.

*Source: SCAG*",SCAG,background;scag
feat,Knight of the Rose,,"## Knight of the Rose

**Prerequisite:** None

You are a Knight of Solamnia aligned with the Order of the Rose, a group known for leadership, justice, and wisdom. Your resolve grants you these benefits:
- **Bolstering Rally:** As a bonus action, you can encourage one creature you can see within 30 feet of yourself (you can choose yourself). If the target can see or hear you, the target gains temporary hit points equal to 1d8 + your proficiency bonus + the ability modifier of the ability score increased by this feat. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

*Source: DSotDQ*",DSotDQ,feat;dsotdq
feat,Knight of the Sword,,"## Knight of the Sword

**Prerequisite:** None

You are a Knight of Solamnia aligned with the Order of the Sword, a group devoted to heroism and courage. Bravery steels your spirit, granting you these benefits:
- **Demoralizing Strike:** Once per turn, when you hit a creature with a weapon attack roll, you can attempt to frighten that target. The target must make a Wisdom saving throw (DC equals 8 + your proficiency bonus + the ability modifier of the score increased by this feat). On a failed save, the target is frightened of you until the end of your next turn. On a successful save, the target has disadvantage on the next attack roll it makes before the end of its next turn. You can use this benefit a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

*Source: DSotDQ*",DSotDQ,feat;dsotdq
subclass,Knowledge,Cleric,"## Knowledge
*Cleric Subclass*


*Source: PHB*",PHB,subclass;cleric;phb
race,Kobold,,"## Kobold

*Small | Speed 30 ft.*

**Ability Score Increases:** STR -2, DEX +2

### Racial Traits


**Age.** Kobolds reach adulthood at age 6 and can live up to 120 years but rarely do so.

**Size.** Kobolds are between 2 and 3 feet tall and weigh between 25 and 35 pounds. Your size is Small.

**Darkvision.** You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Grovel, Cower, and Beg.** As an action on your turn, you can cower pathetically to distract nearby foes. Until the end of your next turn, your allies gain advantage on attack rolls against enemies within 10 feet of you that you can see. Once you use this trait, you can't use it again until you finish a short or long rest.

**Pack Tactics.** You have advantage on an attack roll against a creature if at least one of your allies is within 5 feet of the creature and the ally isn't incapacitated.

**Sunlight Sensitivity.** You have disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight.

**Languages.** You can speak, read, and write Common and Draconic.

**Languages:** Common

*Source: Volo's Guide to Monsters*",Volo's Guide to Monsters,race;small;vgm
race,Kor,,"## Kor

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2, WIS +1

### Racial Traits


**Age.** Kor mature at the same rate as humans and live about as long.

**Alignment.** Most kor are lawful good, with a strong dedication to community and the traditions of their ancestors.

**Size.** Kor average nearly 6 feet tall, but are much lighter and more slender than humans. Your size is Medium.

**Brave.** You have advantage on saving throws against being frightened.

**Climbing.** You also have a climbing speed of 30 feet as long as you are not encumbered or wearing heavy armor.

**Kor Climbing.** You have proficiency in the Athletics and Acrobatics skills.

**Languages.** You can speak, read, and write Common, and communicate in the silent speech of the Kor.

**Lucky.** When you roll a 1 on the d20 for an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.

**Languages:** Common

*Source: PS: Zendikar 10*",PS: Zendikar 10,race;medium;ps
subclass,Land,Druid,"## Land
*Druid Subclass*


*Source: PHB*",PHB,subclass;druid;phb
subclass,Life,Cleric,"## Life
*Cleric Subclass*


*Source: PHB*",PHB,subclass;cleric;phb
subclass,Light,Cleric,"## Light
*Cleric Subclass*


*Source: PHB*",PHB,subclass;cleric;phb
feat,Light Bringer,,"## Light Bringer

**Prerequisite:** None

You gain the following benefits.

**Sacred Magic.** You learn the XPHB spell and can cast it without Material components. If you already know that cantrip, you learn a different Cleric cantrip of your choice. The spell's spellcasting ability is the ability increased by this feat.

**Solar Luminance.** When you cast XPHB, you can have the light from the spell be sunlight. Once you use this benefit, you can't use it again until you finish a Long Rest|XPHB.

**Sun's Healing.** As a Bonus Action|XPHB while within sunlight, you can expend one of your Hit Point Dice|XPHB, roll the die, and regain a number of Hit Points|XPHB equal to the roll. Once you use this benefit, you can't use it again until you finish a Short Rest|XPHB|Short or Long Rest|XPHB.

*Source: ABH*",ABH,feat;abh
feat,Lightly Armored,,"## Lightly Armored

**Prerequisite:** None

You have trained to master the use of light armor, gaining the following benefits:
- You gain proficiency with light armor.

*Source: PHB*",PHB,feat;phb
feat,Lightly Armored,,"## Lightly Armored

**Prerequisite:** None

You gain the following benefits.

**Armor Training.** You gain training with Light armor and Shields.

*Source: XPHB*",XPHB,feat;xphb
feat,Linguist,,"## Linguist

**Prerequisite:** None
**Ability Score Increase:** INT +1

You have studied languages and codes, gaining the following benefits:
- You learn three languages of your choice.
- You can ably create written ciphers. Others can't decipher a code you create unless you teach them, they succeed on an Intelligence check (DC equal to your Intelligence score + your proficiency bonus), or they use magic to decipher it.

*Source: PHB*",PHB,feat;phb
feat,Living Shadow,,"## Living Shadow

**Prerequisite:** None

The shadow you cast is animate and ever-present—sometimes it even acts according to its own will. You gain the following features.

**Grasping Shadow.** You learn the XPHB spell and can cast it without spell components. Intelligence, Wisdom, or Charisma is your spellcasting ability for this spell (choose when you select this feat).

**Lengthened Strike.** When you make a melee attack roll as part of the XPHB or XPHB action on your turn, you can increase your reach for that attack by 10 feet, as your shadow stretches to aid you. You can use this feature a number of times equal to your Proficiency|XPHB|Proficiency Bonus, and you regain all expended uses when you finish a Long Rest|XPHB.

**Ominous Will.** Immediately after you make a D20 Test|XPHB and roll a 1 on the d20, your shadow attempts to exert its will. Make a Wisdom saving throw (DC 13 plus your Proficiency|XPHB|Proficiency Bonus). On a failed save, you have the XPHB condition until the start of your next turn, at which point you must roll on the Shadow's Will table to determine what you do during that turn.
*[Table: Shadow's Will]*
| 1d8 | Behavior |
|---|---|
| 1 | You don't take an action or a Bonus Action|XPHB, and you use all your movement to move. Roll 1d4 for the direction: 1, north; 2, east; 3, south; or 4, west. |
| 2-6 | You don't move or take a Bonus Action|XPHB, and you take the XPHB action to make one melee attack against a random creature within reach. If none are within reach, you take no action. |
| 7-8 | You have the XPHB condition, and your turn ends. |

*Source: RHW*",RHW,feat;rhw
